"NOME_CONGLOMERADO","CLASSE_","CNPJ","NOME_INSTITUIÇÃO_PARTICIPANTE","TIPO_PARTICIPAÇÃO_","DATA_INÍCIO","ESTADO","ano","mes","tipo"
"PERNAMBUCANAS                                               ","Privado Nacional                                            ","61099834.000000","ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS                                                                                                                                                         ","HOLDING NÃO IF                                              ","32295.000000","SP","2011","07","conglomerados"
"PETRA                                                       ","Privado Nacional                                            ","11758741.000000","BANCO PETRA S.A.                                                                                                                                                                                        ","LIDER                                                       ","40207.000000","PR","2011","07","conglomerados"
"PETRA                                                       ","Privado Nacional                                            ","3317692.000000","PETRA - PERSONAL TRADER CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                 ","PARTICIPANTE                                                ","40207.000000","PR","2011","07","conglomerados"
"PINE                                                        ","Privado Nacional                                            ","62144175.000000","BANCO PINE S.A.                                                                                                                                                                                         ","LIDER/HOLDING                                               ","33492.000000","SP","2011","07","conglomerados"
"PINE                                                        ","Privado Nacional                                            ","92236777.000000","PINE INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                                  ","PARTICIPANTE                                                ","35551.000000","SP","2011","07","conglomerados"
"PLANNER                                                     ","Privado Nacional                                            ","806535.000000","PLANNER CORRETORA DE VALORES S.A.                                                                                                                                                                       ","LIDER/HOLDING                                               ","36312.000000","SP","2011","07","conglomerados"
"PLANNER                                                     ","Privado Nacional                                            ","5684234.000000","PLANNER SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR S.A.                                                                                                                                                  ","PARTICIPANTE                                                ","37671.000000","SP","2011","07","conglomerados"
"PLANNER                                                     ","Privado Nacional                                            ","67030395.000000","PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                                    ","PARTICIPANTE                                                ","36312.000000","SP","2011","07","conglomerados"
"PORTO SEGURO                                                ","Privado Nacional                                            ","4862600.000000","PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                                   ","LIDER                                                       ","37251.000000","SP","2011","07","conglomerados"
"PORTO SEGURO                                                ","Privado Nacional                                            ","48041735.000000","PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA                                                                                                                                                          ","PARTICIPANTE                                                ","37226.000000","SP","2011","07","conglomerados"
"PORTO SEGURO                                                ","Privado Nacional                                            ","40303299.000000","PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                           ","PARTICIPANTE                                                ","37226.000000","SP","2011","07","conglomerados"
"PORTO SEGURO                                                ","Privado Nacional                                            ","1394199.000000","PORTO SEGURO EMPREENDIMENTOS S.A.                                                                                                                                                                       ","HOLDING NÃO IF                                              ","37251.000000","SP","2011","07","conglomerados"
"PROSPER                                                     ","Privado Nacional                                            ","33876475.000000","BANCO PROSPER S.A.                                                                                                                                                                                      ","LIDER/HOLDING                                               ","33055.000000","RJ","2011","07","conglomerados"
"PROSPER                                                     ","Privado Nacional                                            ","45246410.000000","BANCO EQUITY DE INVESTIMENTO S.A.                                                                                                                                                                       ","PARTICIPANTE                                                ","37818.000000","RJ","2011","07","conglomerados"
"PROSPER                                                     ","Privado Nacional                                            ","36178887.000000","PROSPER S/A CORRETORA DE VALORES E CAMBIO                                                                                                                                                               ","PARTICIPANTE                                                ","33055.000000","RJ","2011","07","conglomerados"
"PSA FINANCE                                                 ","Privado Nacional com Controle Estrangeiro                   ","3502961.000000","BANCO PSA FINANCE BRASIL S.A.                                                                                                                                                                           ","LIDER/HOLDING                                               ","36434.000000","SP","2011","07","conglomerados"
"PSA FINANCE                                                 ","Privado Nacional com Controle Estrangeiro                   ","3502968.000000","PSA FINANCE ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                 ","PARTICIPANTE                                                ","36434.000000","SP","2011","07","conglomerados"
"QUERO-QUERO                                                 ","Privado Nacional                                            ","5192316.000000","QUERO-QUERO FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS                                                                                                                                   ","LIDER                                                       ","37447.000000","RS","2011","07","conglomerados"
"QUERO-QUERO                                                 ","Privado Nacional                                            ","94187879.000000","QUERO-QUERO ADMINISTRADORA DE CONSÓRCIOS S.A.                                                                                                                                                           ","PARTICIPANTE                                                ","37447.000000","RS","2011","07","conglomerados"
"RANDON                                                      ","Privado Nacional com Participação Estrangeira               ","11476673.000000","BANCO RANDON S.A.                                                                                                                                                                                       ","LIDER                                                       ","40161.000000","RS","2011","07","conglomerados"
"RANDON                                                      ","Privado Nacional com Participação Estrangeira               ","91108027.000000","RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                               ","PARTICIPANTE                                                ","40161.000000","RS","2011","07","conglomerados"
"RENDIMENTO                                                  ","Privado Nacional                                            ","68900810.000000","BANCO RENDIMENTO S.A.                                                                                                                                                                                   ","LIDER/HOLDING                                               ","37461.000000","SP","2011","07","conglomerados"
"RENDIMENTO                                                  ","Privado Nacional                                            ","24159923.000000","ACTION S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS                                                                                                                                              ","PARTICIPANTE                                                ","39933.000000","SP","2011","07","conglomerados"
"RENDIMENTO                                                  ","Privado Nacional                                            ","10264663.000000","BBN BANCO BRASILEIRO DE NEGÓCIOS S.A.                                                                                                                                                                   ","PARTICIPANTE                                                ","40536.000000","SP","2011","07","conglomerados"
"RENDIMENTO                                                  ","Privado Nacional                                            ","17354911.000000","COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A                                                                                                                                              ","PARTICIPANTE                                                ","37438.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","33603457.000000","BANCO RODOBENS S.A.                                                                                                                                                                                     ","LIDER                                                       ","32164.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","45713971.000000","BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                              ","PARTICIPANTE                                                ","40683.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","59129403.000000","CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.                                                                                                                                                       ","PARTICIPANTE                                                ","40683.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","2868100.000000","COMPANHIA HIPOTECÁRIA UNIBANCO - RODOBENS                                                                                                                                                               ","PARTICIPANTE                                                ","40740.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","7970374.000000","ITABENS ADMINISTRADORA DE CONSORCIOS LTDA                                                                                                                                                               ","PARTICIPANTE                                                ","40330.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","87433413.000000","PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA                                                                                                                                                             ","PARTICIPANTE                                                ","35879.000000","SP","2011","07","conglomerados"
"RODOBENS                                                    ","Privado Nacional                                            ","51855716.000000","RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","32164.000000","SP","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","33124959.000000","BANCO RURAL S.A.                                                                                                                                                                                        ","LIDER                                                       ","32295.000000","MG","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","32173023.000000","BANCO RURAL DE INVESTIMENTOS S/A                                                                                                                                                                        ","PARTICIPANTE                                                ","32417.000000","MG","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","33074683.000000","BANCO RURAL MAIS S.A.                                                                                                                                                                                   ","PARTICIPANTE                                                ","37834.000000","MG","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","10995587.000000","BANCO SIMPLES S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","35217.000000","PE","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","17360777.000000","RURAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A                                                                                                                                                ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"RURAL                                                       ","Privado Nacional                                            ","21793096.000000","TRAPEZIO S/A                                                                                                                                                                                            ","HOLDING NÃO IF                                              ","32295.000000","MG","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","58160789.000000","BANCO SAFRA S.A.                                                                                                                                                                                        ","LIDER                                                       ","32295.000000","SP","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","3017677.000000","BANCO J. SAFRA S.A.                                                                                                                                                                                     ","PARTICIPANTE                                                ","36192.000000","SP","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","60783503.000000","J. SAFRA CORRETORA DE VALORES E CÂMBIO LTDA                                                                                                                                                             ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","62180047.000000","SAFRA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","62063177.000000","SAFRA LEASING S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                               ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SAFRA                                                       ","Privado Nacional                                            ","43826833.000000","LETERO EMPREENDIMENTOS, PUBLICIDADE E PARTICIPACOES S/A                                                                                                                                                 ","HOLDING NÃO IF                                              ","35711.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","90400888.000000","BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ","LIDER/HOLDING                                               ","38960.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","7707650.000000","AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                                       ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","33066408.000000","BANCO ABN AMRO REAL S.A.                                                                                                                                                                                ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","10866788.000000","BANCO BANDEPE S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","61230165.000000","BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.                                                                                                                                                        ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","62307848.000000","COMPANHIA DE ARRENDAMENTO MERCANTIL RCI BRASIL                                                                                                                                                          ","PARTICIPANTE                                                ","39668.000000","PR","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","61784278.000000","COMPANHIA DE CREDITO, FINANCIAMENTO E INVESTIMENTO RCI BRASIL                                                                                                                                           ","PARTICIPANTE                                                ","39668.000000","PR","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","62318407.000000","CRV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                 ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","6055245.000000","SANTANDER ADMINISTRADORA DE CONSORCIOS LTDA                                                                                                                                                             ","PARTICIPANTE                                                ","38121.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","73159642.000000","SANTANDER ASSET MANAGEMENT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                         ","PARTICIPANTE                                                ","39008.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","55942312.000000","SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.                                                                                                                                                      ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","589171.000000","SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                            ","PARTICIPANTE                                                ","40148.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","10977742.000000","SANTANDER BRASIL ASSET MANAGEMENT DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                   ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","49474463.000000","SANTANDER BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                        ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","51014223.000000","SANTANDER CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","47193149.000000","SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                           ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","61510574.000000","SANTANDER S.A. - CORRETORA DE CÂMBIO E TÍTULOS                                                                                                                                                          ","PARTICIPANTE                                                ","36923.000000","SP","2011","07","conglomerados"
"SANTANDER                                                   ","Privado Nacional com Controle Estrangeiro                   ","61733515.000000","SANTANDER SECURITIES (BRASIL)CORRETORA DE VALORES MOBILIÁRIOS S.A.                                                                                                                                      ","PARTICIPANTE                                                ","39668.000000","SP","2011","07","conglomerados"
"SANTINVEST                                                  ","Privado Nacional                                            ","122327.000000","SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS                                                                                                                                                ","LIDER                                                       ","34522.000000","SC","2011","07","conglomerados"
"SANTINVEST                                                  ","Privado Nacional                                            ","122328.000000","SANTINVEST S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                          ","PARTICIPANTE                                                ","34516.000000","SC","2011","07","conglomerados"
"SANTINVEST                                                  ","Privado Nacional                                            ","83863530.000000","SANTINVEST S/A STA CTA EMPREENDIMENTOS E PARTICIPACOES                                                                                                                                                  ","HOLDING NÃO IF                                              ","34522.000000","SC","2011","07","conglomerados"
"SCANIA                                                      ","Privado Nacional com Controle Estrangeiro                   ","11417016.000000","SCANIA BANCO S.A.                                                                                                                                                                                       ","LIDER                                                       ","40151.000000","SP","2011","07","conglomerados"
"SCANIA                                                      ","Privado Nacional com Controle Estrangeiro                   ","96479258.000000","SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                               ","PARTICIPANTE                                                ","40151.000000","SP","2011","07","conglomerados"
"SCHAHIN                                                     ","Privado Nacional                                            ","50585090.000000","BANCO SCHAHIN S.A.                                                                                                                                                                                      ","LIDER                                                       ","32729.000000","SP","2011","07","conglomerados"
"SCHAHIN                                                     ","Privado Nacional                                            ","8030215.000000","CIFRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                                        ","PARTICIPANTE                                                ","35370.000000","SP","2011","07","conglomerados"
"SCHAHIN                                                     ","Privado Nacional                                            ","61732954.000000","SCHAHIN CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.                                                                                                                                                  ","PARTICIPANTE                                                ","32721.000000","SP","2011","07","conglomerados"
"SCHAHIN                                                     ","Privado Nacional                                            ","61226890.000000","SCHAHIN ENGENHARIA LTDA                                                                                                                                                                                 ","HOLDING NÃO IF                                              ","32729.000000","SP","2011","07","conglomerados"
"SICREDI                                                     ","Privado Nacional                                            ","1181521.000000","BANCO COOPERATIVO SICREDI S.A.                                                                                                                                                                          ","LIDER                                                       ","38845.000000","RS","2011","07","conglomerados"
"SICREDI                                                     ","Privado Nacional                                            ","7808907.000000","ADMINISTRADORA DE CONSORCIOS SICREDI LTDA                                                                                                                                                               ","PARTICIPANTE                                                ","38845.000000","RS","2011","07","conglomerados"
"SOCIETE GENERALE                                            ","Privado Nacional com Controle Estrangeiro                   ","61533584.000000","BANCO SOCIETE GENERALE BRASIL S.A.                                                                                                                                                                      ","LIDER/HOLDING                                               ","32295.000000","SP","2011","07","conglomerados"
"SOCIETE GENERALE                                            ","Privado Nacional com Controle Estrangeiro                   ","33349358.000000","BANCO CACIQUE S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","39478.000000","SP","2011","07","conglomerados"
"SOCIETE GENERALE                                            ","Privado Nacional com Controle Estrangeiro                   ","60850229.000000","BANCO PECUNIA S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","39198.000000","SP","2011","07","conglomerados"
"SOCIETE GENERALE                                            ","Privado Nacional com Controle Estrangeiro                   ","62816426.000000","SG EQUIPMENT FINANCE S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                        ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SOCIETE GENERALE                                            ","Privado Nacional com Controle Estrangeiro                   ","61668117.000000","SOCIETE GENERALE S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"SOCOPA                                                      ","Privado Nacional                                            ","61820817.000000","BANCO PAULISTA S.A.                                                                                                                                                                                     ","LIDER/HOLDING                                               ","32905.000000","SP","2011","07","conglomerados"
"SOCOPA                                                      ","Privado Nacional                                            ","62285390.000000","SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.                                                                                                                                                                ","PARTICIPANTE                                                ","32905.000000","SP","2011","07","conglomerados"
"SOFISA                                                      ","Privado Nacional                                            ","60889128.000000","BANCO SOFISA S.A.                                                                                                                                                                                       ","LIDER                                                       ","36676.000000","SP","2011","07","conglomerados"
"SOFISA                                                      ","Privado Nacional                                            ","8257293.000000","SOFISA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                                       ","PARTICIPANTE                                                ","38887.000000","SP","2011","07","conglomerados"
"SOFISA                                                      ","Privado Nacional                                            ","1884504.000000","R.A.R.CONSULTORIA E SERVICOS LIMITADA                                                                                                                                                                   ","HOLDING NÃO IF                                              ","36676.000000","SP","2011","07","conglomerados"
"TOYOTA                                                      ","Privado Nacional com Controle Estrangeiro                   ","2977348.000000","BANCO TOYOTA DO BRASIL S.A.                                                                                                                                                                             ","LIDER/HOLDING                                               ","36312.000000","SP","2011","07","conglomerados"
"TOYOTA                                                      ","Privado Nacional com Controle Estrangeiro                   ","3215790.000000","TOYOTA LEASING DO BRASIL S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                    ","PARTICIPANTE                                                ","36312.000000","SP","2011","07","conglomerados"
"UNILETRA                                                    ","Privado Nacional                                            ","36321990.000000","UNILETRA S/A SOCIEDADE DE CREDITO, FINANC. E INVESTIMENTO                                                                                                                                               ","LIDER/HOLDING                                               ","37306.000000","ES","2011","07","conglomerados"
"UNILETRA                                                    ","Privado Nacional                                            ","28156214.000000","UNILETRA CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                        ","PARTICIPANTE                                                ","37306.000000","ES","2011","07","conglomerados"
"VEGA                                                        ","Privado Nacional                                            ","33822149.000000","BANCO VEGA S.A.                                                                                                                                                                                         ","LIDER/HOLDING                                               ","33178.000000","RJ","2011","07","conglomerados"
"VEGA                                                        ","Privado Nacional                                            ","36149557.000000","VEGA S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS                                                                                                                                                     ","PARTICIPANTE                                                ","33178.000000","RJ","2011","07","conglomerados"
"VOLKSWAGEN                                                  ","Privado Nacional com Controle Estrangeiro                   ","59109165.000000","BANCO VOLKSWAGEN S.A.                                                                                                                                                                                   ","LIDER                                                       ","32448.000000","SP","2011","07","conglomerados"
"VOLKSWAGEN                                                  ","Privado Nacional com Controle Estrangeiro                   ","47658539.000000","CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.                                                                                                                                       ","PARTICIPANTE                                                ","35676.000000","SP","2011","07","conglomerados"
"VOLKSWAGEN                                                  ","Privado Nacional com Controle Estrangeiro                   ","55033344.000000","SAO BERNARDO ADMINISTRADORA DE CONSORCIOS LTDA                                                                                                                                                          ","PARTICIPANTE                                                ","35676.000000","SP","2011","07","conglomerados"
"VOLKSWAGEN                                                  ","Privado Nacional com Controle Estrangeiro                   ","883581.000000","VOLKSWAGEN COMERCIO E PARTICIPACOES LTDA                                                                                                                                                                ","HOLDING NÃO IF                                              ","35676.000000","SP","2011","07","conglomerados"
"VOLVO                                                       ","Privado Nacional com Controle Estrangeiro                   ","58017179.000000","BANCO VOLVO BRASIL S.A.                                                                                                                                                                                 ","LIDER/HOLDING                                               ","34333.000000","PR","2011","07","conglomerados"
"VOLVO                                                       ","Privado Nacional com Controle Estrangeiro                   ","74118381.000000","VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","34508.000000","PR","2011","07","conglomerados"
"VOTORANTIM                                                  ","Privado Nacional                                            ","59588111.000000","BANCO VOTORANTIM S.A.                                                                                                                                                                                   ","LIDER/HOLDING                                               ","35125.000000","SP","2011","07","conglomerados"
"VOTORANTIM                                                  ","Privado Nacional                                            ","1149953.000000","BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                              ","PARTICIPANTE                                                ","35125.000000","SP","2011","07","conglomerados"
"VOTORANTIM                                                  ","Privado Nacional                                            ","1858774.000000","BV LEASING - ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                ","PARTICIPANTE                                                ","35521.000000","SP","2011","07","conglomerados"
"VOTORANTIM                                                  ","Privado Nacional                                            ","1170892.000000","VOTORANTIM - CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                                           ","PARTICIPANTE                                                ","35125.000000","SP","2011","07","conglomerados"
"VOTORANTIM                                                  ","Privado Nacional                                            ","3384738.000000","VOTORANTIM ASSET MANAGEMENT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                         ","PARTICIPANTE                                                ","36373.000000","SP","2011","07","conglomerados"
"VR                                                          ","Privado Nacional                                            ","78626983.000000","BANCO VR S.A.                                                                                                                                                                                           ","LIDER                                                       ","33359.000000","SP","2011","07","conglomerados"
"VR                                                          ","Privado Nacional                                            ","64835226.000000","VR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                                                 ","PARTICIPANTE                                                ","33359.000000","SP","2011","07","conglomerados"
"VR                                                          ","Privado Nacional                                            ","7907358.000000","SZAJMAN PARTICIPACOES SOCIETARIAS S/A                                                                                                                                                                   ","HOLDING NÃO IF                                              ","38777.000000","SP","2011","07","conglomerados"
"WESTERN UNION                                               ","Privado Nacional com Controle Estrangeiro                   ","13720915.000000","BANCO WESTERN UNION DO BRASIL S.A.                                                                                                                                                                      ","LIDER                                                       ","40668.000000","SP","2011","07","conglomerados"
"WESTERN UNION                                               ","Privado Nacional com Controle Estrangeiro                   ","13728156.000000","WESTERN UNION CORRETORA DE CÂMBIO S.A.                                                                                                                                                                  ","PARTICIPANTE                                                ","40668.000000","SP","2011","07","conglomerados"
"WESTLB                                                      ","Privado Nacional com Controle Estrangeiro                   ","61088183.000000","BANCO WESTLB DO BRASIL S.A.                                                                                                                                                                             ","LIDER/HOLDING                                               ","38302.000000","SP","2011","07","conglomerados"
"YAMAHA MOTOR                                                ","Privado Nacional com Controle Estrangeiro                   ","10371492.000000","BANCO YAMAHA MOTOR DO BRASIL S.A.                                                                                                                                                                       ","LIDER                                                       ","39701.000000","SP","2011","07","conglomerados"
"YAMAHA MOTOR                                                ","Privado Nacional com Controle Estrangeiro                   ","47458153.000000","YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.                                                                                                                                                                ","PARTICIPANTE                                                ","39701.000000","SP","2011","07","conglomerados"
